,,FISERV INC,KLA CORP,NINTENDO CO LTD,LAM RESEARCH CORP,TRIP COM GROUP LTD,SALESFORCE.COM INC,NETEASE INC,CERNER CORP,SKYWORKS SOLUTIONS INC,INTERCONTINENTAL EXCHANGE,MICROSTRATEGY INC,XILINX INC,ADVANCED MICRO DEVICES,ANSYS INC,MICRON TECHNOLOGY INC,LIVEPERSON INC,MERCADOLIBRE INC,ONTO INNOVATION INC,ASML HOLDING NV,NVIDIA CORP,BOOKING HOLDINGS INC,ALPHABET INC,ANALOG DEVICES,ADVANCED ENERGY INDS INC,BAIDU INC,EBAY INC,APPLE INC,CADENCE DESIGN SYSTEMS INC,ACTIVISION BLIZZARD INC,AMAZON.COM INC,TAIWAN SEMICONDUCTOR MFG CO,MARVELL TECHNOLOGY INC,CISCO SYSTEMS INC,8X8 INC,INTEL CORP,EXACT SCIENCES CORP,MICROSOFT CORP,ORACLE CORP,IDEXX LABS INC,PAYCHEX INC,AUTODESK INC,AUTOMATIC DATA PROCESSING,MAXIM INTEGRATED PRODUCTS,MICROCHIP TECHNOLOGY INC,DIODES INC,QUALCOMM INC,INTUIT INC,TEXAS INSTRUMENTS INC,POWER INTEGRATIONS INC,CHECK POINT SOFTWARE TECHN,ADOBE INC,APPLIED MATERIALS INC,SYNOPSYS INC,NETFLIX INC,FORMFACTOR INC,ELECTRONIC ARTS INC,MATCH GROUP INC,BROADCOM INC,IRIDIUM COMMUNICATIONS INC,SPS COMMERCE INC,TESLA INC,NXP SEMICONDUCTORS NV,PACIFIC BIOSCIENCES OF CALIF,PROTO LABS INC,FACEBOOK INC,SPLUNK INC,IOVANCE BIOTHERAPEUTICS INC,WORKDAY INC,FATE THERAPEUTICS INC,2U INC,TWITTER INC,JD.COM INC,ALIBABA GROUP HLDG,SQUARE INC,PURE STORAGE INC,ATLASSIAN CORP PLC,PAYPAL HOLDINGS INC,SHOPIFY INC,TELADOC HEALTH INC,INVITAE CORP,ALARM.COM HOLDINGS INC,ZILLOW GROUP INC,INTELLIA THERAPEUTICS INC,TWILIO INC,CRISPR THERAPEUTICS AG,OKTA INC,SPOTIFY TECHNOLOGY SA,DOCUSIGN INC,ROKU INC,SEA LTD - ADR,NIO INC -ADR,GUARDANT HEALTH INC,TWIST BIOSCIENCE CORP,BIONANO GENOMICS INC,UBER TECHNOLOGIES INC,ZOOM VIDEO COMUNICATIONS INC,PINDUODUO INC -ADR,PAGERDUTY INC,10X GENOMICS INC,PELOTON INTERACTIVE INC,4D MOLECULAR THER INC,VIR BIOTECHNOLOGY INC,BEAM THERAPEUTICS INC,ONECONNECT FIN TECH -ADS,RELAY THERAPEUTICS INC,KE HOLDINGS INC -ADR,UNITY SOFTWARE INC,PALANTIR TECHNOLOG INC,SEER INC,DOORDASH INC,ABCELLERA BIOLOGICS INC,OPENDOOR TECHNOLOGIES INC,QUALTRICS INTERNATION,SANA BIOTCHNOLOGY INC,VIEW INC,ROBLOX CORP,COINBASE GLOBAL INC
APPLE INC,AAPL,0.01814034,0.017172603,0.01828493,0.01860227,0.0196394,0.020222807,0.01972752,0.015044655,0.015721405,0.01613877,0.018310366,0.019917313,0.017478466,0.018535756,0.015792837,0.017099913,0.014644455,0.012951059,0.018216012,0.020398434,0.020002063,0.01763901,0.017414602,0.01286009,0.016574757,0.018967956,0.020509932,0.017971598,0.021346109,0.018516686,0.017375484,0.017685032,0.015175333,0.013716735,0.017050412,0.0166302,0.02019399,0.021545978,0.017546738,0.01576582,0.01664171,0.016652854,0.014113232,0.015325662,0.012869429,0.0137705915,0.019394008,0.01694485,0.018063797,0.018613447,0.018539986,0.0143451,0.01905065,0.021834435,0.015488683,0.01745554,0.021942593,0.02108694,0.017849138,0.014687648,0.01624907,0.014472666,0.017744435,0.01401049,0.018789995,0.016561292,0.013241324,0.017394781,0.013768695,0.016394367,0.019678185,0.020550579,0.016392777,0.01885451,0.01548811,0.016494403,0.022079654,0.016166352,0.0188568,0.02174897,0.017919634,0.016991932,0.018148975,0.014574954,0.015865872,0.020235982,0.01625722,0.01619465,0.01564325,0.019062208,0.019247921,0.01784135,0.017102182,0.023315104,0.020667091,0.021979067,0.016290003,0.015605184,0.02254152,0.019328663,0.01861769,0.020009145,0.018072553,0.022217665,0.022076255,0.019279785,0.022611575,0.020396927,0.019942889,0.021006877,0.020941686,0.018778516,0.021558462,0.01797201,0.01874341,0.018540079,0.01925751
CADENCE DESIGN SYSTEMS INC,CDNS,0.015032667,0.013783174,0.015134865,0.01540776,0.0163172,0.016819056,0.016716033,0.01159032,0.012455256,0.012651578,0.015397087,0.016537795,0.014213048,0.01502854,0.012647262,0.013783097,0.011356419,0.009711605,0.014933903,0.017212775,0.016673008,0.014190355,0.01388578,0.00967731,0.013441564,0.015555432,0.017264863,0.014589467,0.018060626,0.015195338,0.014232615,0.01452877,0.011793768,0.010688835,0.013541794,0.013313688,0.01654578,0.018025488,0.014346125,0.012177313,0.013429479,0.013225275,0.010948715,0.011998468,0.009576335,0.010564946,0.015757028,0.0133984815,0.014816934,0.015402097,0.015057626,0.011086925,0.015558848,0.018341683,0.012262286,0.014212282,0.01840569,0.01753853,0.01467247,0.011376901,0.013160979,0.011375929,0.014774155,0.010839058,0.015441396,0.01351195,0.010058083,0.014086183,0.010613273,0.013447167,0.016443014,0.017372452,0.013185057,0.015621482,0.0122772055,0.013193542,0.018722603,0.012794478,0.015610731,0.018876802,0.014965895,0.013684641,0.015301716,0.011325262,0.0126345465,0.01685802,0.013184939,0.0130706625,0.012395475,0.015580119,0.016488884,0.014698511,0.014109113,0.02058979,0.017597247,0.01903214,0.01338255,0.012558933,0.019168131,0.016005063,0.015638232,0.01720623,0.014998376,0.019207954,0.019370789,0.01625686,0.02001422,0.017798018,0.016939547,0.01799743,0.017909572,0.01564059,0.01882902,0.014747898,0.01556342,0.015353677,0.016024081
ACTIVISION BLIZZARD INC,ATVI,0.01859452,0.01766345,0.018891996,0.019231165,0.020206874,0.020809993,0.020411458,0.015276625,0.016144302,0.016438738,0.018833714,0.020377848,0.017976373,0.019037731,0.016325833,0.017569704,0.015030548,0.0132681625,0.018760893,0.021146495,0.020552043,0.018001348,0.017957421,0.013210739,0.017057665,0.019453168,0.021136325,0.018357156,0.02204163,0.018911311,0.017946817,0.01818888,0.015469436,0.014062121,0.01744864,0.017071715,0.020688413,0.022085004,0.018004427,0.015969504,0.017097428,0.01696308,0.014405271,0.015747521,0.013095743,0.0140502,0.019793738,0.01733158,0.018549105,0.019009227,0.01896004,0.01473335,0.01954516,0.02247773,0.015940893,0.01794263,0.022617167,0.021639159,0.018413827,0.014935094,0.016830591,0.014898139,0.01827715,0.0143451495,0.019242099,0.017171593,0.013485253,0.017742801,0.014070254,0.017022496,0.020250658,0.021233054,0.016796926,0.019394677,0.01597366,0.01680651,0.02275734,0.01658008,0.01947293,0.022499288,0.018455138,0.017587822,0.018718334,0.01499221,0.016266942,0.020838303,0.016757924,0.016826816,0.016127955,0.01950996,0.020000672,0.018350564,0.017518472,0.024228727,0.021224922,0.022664167,0.016878415,0.016005306,0.023048386,0.019715223,0.019024875,0.020573605,0.018453218,0.022720857,0.022658886,0.019693894,0.02322986,0.021006798,0.020362936,0.021520073,0.021394696,0.019260976,0.02212957,0.018332541,0.019170541,0.018896226,0.019687263
AMAZON.COM INC,AMZN,0.0154246725,0.014259107,0.015534475,0.015829809,0.016749492,0.017258383,0.017135687,0.012009709,0.012849339,0.013023506,0.01568991,0.016848713,0.014607615,0.015442683,0.013032856,0.01417549,0.011798578,0.0101324245,0.0153593905,0.017634276,0.017118905,0.014619933,0.01416771,0.010140733,0.013882292,0.015959788,0.017632723,0.014937609,0.018509746,0.015599109,0.014615511,0.01491238,0.012108408,0.011016818,0.013934038,0.013698491,0.01689782,0.018399732,0.0147462245,0.0125419805,0.013760063,0.013564048,0.011292893,0.012419292,0.009920903,0.01092127,0.016143007,0.01375363,0.015176147,0.015704827,0.0154401,0.011527318,0.01595792,0.018747374,0.012654976,0.014614003,0.018772338,0.01796362,0.014921943,0.011770524,0.013611739,0.011695533,0.015123337,0.0112280445,0.01586303,0.013869472,0.010436315,0.014396668,0.0109793665,0.01389009,0.016796881,0.017901545,0.013546566,0.016012214,0.012675214,0.013539911,0.019098293,0.0132264,0.016063672,0.01919439,0.015263222,0.01411669,0.015674913,0.011721816,0.013067064,0.017275762,0.013622561,0.0134807285,0.0127961775,0.015982639,0.01688147,0.015084408,0.014494328,0.020940233,0.01807953,0.019524468,0.013807439,0.01295848,0.019559937,0.016454607,0.0160317,0.017666444,0.01542719,0.019550063,0.01982004,0.01667233,0.020462776,0.018267576,0.01735918,0.018439485,0.018315177,0.016119452,0.019241286,0.015163803,0.015997887,0.015776923,0.016455572
TAIWAN SEMICONDUCTOR MFG CO,TSM,0.015159588,0.014182069,0.015352467,0.015713548,0.016678978,0.017284498,0.016730081,0.012109884,0.012762321,0.01322559,0.015336925,0.017169055,0.014588145,0.015704546,0.012807078,0.014126256,0.011468807,0.009922085,0.015234014,0.017535936,0.017198203,0.0146908285,0.014691613,0.009745541,0.013408594,0.016202688,0.017707264,0.015117928,0.01849377,0.015582708,0.0143835135,0.014747636,0.012355619,0.010672054,0.014167206,0.013643292,0.017456796,0.018799411,0.014578381,0.0129338205,0.01369286,0.013805814,0.011170869,0.012259442,0.009918193,0.01069753,0.016652199,0.014167939,0.015201732,0.015803017,0.0156987,0.011358566,0.016184099,0.019096268,0.012510393,0.014582684,0.019280266,0.018315116,0.014974711,0.0116943205,0.013068702,0.011457329,0.014740829,0.010945722,0.015841914,0.013522435,0.010178216,0.014412723,0.010569145,0.013252068,0.016758164,0.017487884,0.013406892,0.015862258,0.012355801,0.013467634,0.01932489,0.01310345,0.015864484,0.018841699,0.015043637,0.013960768,0.015003879,0.01144902,0.0127745215,0.017178424,0.013160139,0.013058079,0.012602313,0.016132653,0.01612117,0.014770484,0.013912328,0.02044102,0.017665071,0.018946221,0.013092811,0.012506881,0.019696414,0.016321009,0.015655328,0.016868249,0.015003942,0.019336672,0.019064143,0.016348422,0.019643052,0.017308215,0.016987013,0.018094167,0.018014777,0.015781926,0.018706763,0.015047753,0.015793689,0.015620363,0.0163731
MARVELL TECHNOLOGY INC,MRVL,0.018049587,0.017154416,0.01831726,0.018639676,0.019628987,0.020208092,0.019816628,0.014826221,0.015646648,0.015919955,0.018219294,0.019704763,0.017394625,0.018422768,0.015812494,0.01700665,0.014600345,0.012852123,0.01819901,0.020488532,0.019945318,0.01747977,0.017275326,0.012844127,0.016603392,0.018830886,0.020451345,0.017763602,0.021375973,0.018361479,0.017395854,0.01762401,0.014926298,0.01358945,0.016908774,0.016537929,0.019993905,0.021385623,0.017464189,0.015465587,0.016518993,0.016423177,0.013940035,0.015292084,0.012649422,0.013609824,0.01915859,0.01674944,0.017939202,0.018401973,0.018362215,0.014292624,0.018922629,0.021763572,0.015411862,0.01737882,0.021858014,0.020984452,0.017741824,0.014484676,0.01635513,0.014383072,0.01769701,0.013925482,0.018689597,0.016614394,0.01305505,0.017189534,0.013638497,0.016531872,0.019614795,0.020680986,0.016288767,0.018810352,0.015485752,0.016278755,0.022026027,0.01608526,0.018884178,0.021774443,0.017838305,0.017034622,0.01817758,0.014530771,0.01578802,0.020246657,0.01626091,0.016295634,0.015609425,0.018888073,0.019401446,0.017806105,0.01702305,0.02346636,0.020655878,0.022063784,0.01638691,0.015549893,0.022375397,0.019148007,0.018493708,0.020057842,0.017942535,0.0220608,0.022080878,0.019149687,0.02263865,0.020478444,0.01980819,0.020930547,0.020815363,0.018739125,0.021510206,0.01780217,0.018638998,0.018366635,0.019120548
CISCO SYSTEMS INC,CSCO,0.013661197,0.012286086,0.01361132,0.013844849,0.014756324,0.015272914,0.015355268,0.01021631,0.010936107,0.011160115,0.014231667,0.015020037,0.01269106,0.013328285,0.010990095,0.012215446,0.009975274,0.0080814315,0.013561891,0.015486533,0.015095188,0.0128103,0.011904246,0.008245977,0.011938369,0.013946828,0.015782721,0.013163032,0.016384784,0.013967114,0.012806092,0.013102655,0.010111253,0.009270886,0.01186994,0.011639936,0.014845516,0.016432406,0.012979489,0.010755611,0.011984191,0.011761427,0.00955679,0.01040186,0.008054192,0.009280664,0.014192363,0.011689984,0.01333556,0.014108873,0.013581974,0.009588318,0.014040874,0.01661125,0.010720963,0.0126126595,0.016494947,0.015948413,0.013007031,0.010016691,0.011618149,0.009977112,0.013413739,0.009306504,0.014093112,0.011754615,0.00855915,0.012753252,0.009171309,0.011768593,0.01485678,0.016065262,0.011744633,0.0141701335,0.010648034,0.011987911,0.017112678,0.011252522,0.013924059,0.017483095,0.0135848895,0.011859034,0.0140537415,0.009659969,0.011056495,0.015279172,0.011719946,0.011426854,0.010672206,0.0141508505,0.01502644,0.013362211,0.013057421,0.019034933,0.016346034,0.018015256,0.012162697,0.011423552,0.017982677,0.014966793,0.014456801,0.016079817,0.013832865,0.018160742,0.018373877,0.015196359,0.019149467,0.016808039,0.015791044,0.016772531,0.01674512,0.014218065,0.017892784,0.013357608,0.014170221,0.01403335,0.014608362
8X8 INC,EGHT,0.013431673,0.01239491,0.0133481575,0.013618317,0.014508057,0.0151037825,0.014896555,0.010660449,0.011001893,0.011471853,0.013886212,0.01495484,0.01267479,0.013400184,0.010782621,0.012179342,0.01010733,0.008238224,0.01354161,0.015006199,0.014956188,0.01303893,0.011904025,0.008425249,0.0116585335,0.01398723,0.015550921,0.013291457,0.016011959,0.014094243,0.012617724,0.012945933,0.010288194,0.009217956,0.012036464,0.011539791,0.014989596,0.016365502,0.012921637,0.011304243,0.0119587565,0.012005215,0.009724584,0.010452093,0.008375788,0.0095165325,0.014479403,0.011946297,0.01328584,0.014053905,0.013759464,0.009773827,0.014151814,0.016441835,0.010754336,0.0125294,0.016271101,0.015939254,0.01267422,0.010293001,0.011319669,0.009985432,0.013026456,0.009312325,0.014117717,0.011266791,0.008673548,0.012782067,0.009158584,0.011188768,0.01451011,0.01575962,0.011714354,0.01396283,0.010477091,0.012153018,0.01682318,0.011340623,0.013607494,0.01667133,0.01322115,0.011632252,0.013509615,0.009582295,0.0109736435,0.014974596,0.011503479,0.0111108385,0.01054685,0.01429221,0.014181459,0.0131563945,0.012893596,0.017861443,0.015990624,0.017556764,0.011833916,0.011394844,0.017930467,0.015150126,0.014164138,0.01543616,0.01369275,0.017785657,0.017619655,0.01504142,0.01833832,0.016035486,0.015477619,0.016360706,0.016393512,0.013964909,0.01734759,0.013308484,0.013990275,0.0139464205,0.014473509
INTEL CORP,INTC,0.012630433,0.01146624,0.012857734,0.0132353585,0.0141361775,0.014635129,0.014366015,0.009193633,0.010086394,0.010311585,0.012855006,0.014429255,0.011938699,0.012970309,0.01032992,0.01144849,0.008731917,0.00729501,0.012552963,0.015177378,0.014616461,0.011830414,0.01194926,0.0071118814,0.010885528,0.013516534,0.015164434,0.0122839175,0.016047638,0.012734327,0.011830712,0.0122348415,0.009592441,0.00810214,0.011327538,0.011018523,0.014538559,0.016052434,0.011919849,0.0098469565,0.0109988665,0.010905245,0.008466591,0.009552289,0.0071262135,0.007880511,0.013685318,0.011303734,0.012564562,0.013159513,0.012845509,0.008689767,0.013356053,0.016426269,0.009879402,0.012004136,0.016635608,0.015577753,0.0124316085,0.008892098,0.010600369,0.008799361,0.012350289,0.008309555,0.013101709,0.011188047,0.007558573,0.01159713,0.007931751,0.011045305,0.014232652,0.014987042,0.010724297,0.013250265,0.00979248,0.01063716,0.016722932,0.010348791,0.013414981,0.016649937,0.012613647,0.011446504,0.012698894,0.008831591,0.010218905,0.014548018,0.010700986,0.0106151095,0.010036847,0.013294031,0.014032934,0.012218948,0.011316973,0.018547123,0.015218357,0.016567796,0.010687318,0.0099035045,0.01688294,0.013463612,0.013234163,0.014636504,0.012440225,0.01679051,0.016935734,0.013809526,0.017567525,0.015237529,0.014548566,0.015713684,0.015527503,0.013341417,0.01645534,0.012454763,0.013265487,0.013033168,0.013824464
EXACT SCIENCES CORP,EXAS,0.011247632,0.010274387,0.011426237,0.011791525,0.012607723,0.013162497,0.0128673045,0.008285907,0.008891411,0.00922439,0.01154079,0.0130200405,0.010650038,0.011582747,0.008903939,0.0101108635,0.0076671857,0.006134779,0.011338774,0.013449821,0.013155724,0.01073657,0.01040116,0.006108385,0.0094628185,0.0121555505,0.013691323,0.0110961385,0.014361713,0.011659714,0.010522265,0.010886444,0.008339171,0.006914748,0.010054559,0.009581866,0.013153696,0.014557045,0.010682035,0.008954544,0.009758221,0.009792995,0.0074285315,0.008306832,0.0061176503,0.006949854,0.012477714,0.010067366,0.011244013,0.011900427,0.011645031,0.0076162424,0.012091236,0.014811994,0.008648331,0.010624829,0.0148886265,0.014142064,0.010840662,0.007897926,0.009181502,0.007674588,0.010897692,0.007099692,0.011885237,0.009508951,0.0063957423,0.010402692,0.006721249,0.009359153,0.012626461,0.013598131,0.009486318,0.0118471915,0.008384552,0.009607513,0.0151117975,0.009124301,0.011803614,0.014834052,0.011182269,0.009875901,0.011207453,0.0074776355,0.008846347,0.012970489,0.0093403645,0.009129582,0.008597618,0.012064655,0.01223884,0.010893102,0.010181474,0.016399207,0.013777378,0.015199456,0.009429545,0.008864892,0.015613611,0.012481083,0.011880884,0.013095438,0.011203485,0.015398793,0.015338771,0.012614687,0.016017258,0.0137031255,0.013161624,0.014222677,0.01410184,0.011888415,0.0150625305,0.011143142,0.011866006,0.011724113,0.012422894
MICROSOFT CORP,MSFT,0.014100279,0.012697579,0.014368452,0.014713873,0.015596901,0.01608741,0.01596946,0.010217395,0.011370909,0.011495827,0.014484616,0.015932234,0.01333628,0.014319522,0.0117642125,0.012841861,0.009916555,0.008459183,0.0139209675,0.016836835,0.016040774,0.0130355405,0.01345033,0.008205851,0.012320748,0.014878679,0.016726146,0.013633731,0.017650666,0.014043748,0.013286541,0.0136608165,0.010882141,0.00947455,0.012601805,0.012417506,0.015960312,0.01753493,0.013304397,0.010900881,0.0124455765,0.012159133,0.009700174,0.010829037,0.008269935,0.009077937,0.014955834,0.012565384,0.01401038,0.014576544,0.014147812,0.009845094,0.014711388,0.017982664,0.011212607,0.013410354,0.018263409,0.01695643,0.014118913,0.01002604,0.012076281,0.010185815,0.013935423,0.009582447,0.014426925,0.0128340125,0.008761176,0.012986753,0.009238287,0.012639126,0.015848225,0.01644077,0.012099491,0.014757608,0.011215683,0.011899607,0.018365795,0.011631357,0.014943457,0.01855888,0.014237927,0.012926626,0.014350001,0.010183465,0.011555801,0.016089074,0.012116487,0.012145764,0.011455747,0.014635171,0.015886942,0.013681954,0.012754603,0.020653581,0.016728159,0.01814005,0.012165534,0.011180243,0.01835855,0.014720254,0.014674769,0.016253425,0.013817158,0.01844908,0.018624263,0.015202754,0.019277046,0.016900528,0.016014287,0.017245349,0.017061818,0.01474698,0.018076869,0.013784324,0.014660976,0.014376673,0.015213791
ORACLE CORP,ORCL,0.014633782,0.013609554,0.014923775,0.0152474595,0.0161434,0.016666288,0.016354056,0.011344303,0.012251797,0.01245985,0.014849525,0.016354593,0.014005151,0.014995394,0.0125036305,0.013588836,0.01105118,0.009529963,0.014657856,0.017136652,0.016532278,0.013926567,0.014057661,0.009401871,0.013122937,0.015447605,0.017050436,0.014335859,0.017938955,0.014808019,0.01397008,0.014228704,0.01169181,0.010308106,0.013482327,0.013175935,0.016544946,0.017935224,0.014010021,0.012003443,0.013134034,0.013020702,0.01062156,0.011820704,0.009349729,0.010161696,0.015685134,0.013396933,0.01455926,0.015049294,0.014876937,0.010884232,0.015411752,0.018328257,0.012035056,0.01403244,0.018531688,0.01748504,0.014511795,0.011055595,0.012869815,0.011038207,0.0143535165,0.010574475,0.015148755,0.013357156,0.009735769,0.013733616,0.010213411,0.01320731,0.016229471,0.017030297,0.012879139,0.015333267,0.01206376,0.012770946,0.018611783,0.012581629,0.015454318,0.018470138,0.014589087,0.013639215,0.014732959,0.0111416215,0.012357899,0.016680442,0.012835161,0.012873805,0.012251979,0.015324017,0.01604193,0.014312112,0.01344836,0.020246001,0.017114665,0.018422244,0.012884368,0.012064823,0.018754914,0.015464712,0.015095184,0.016545048,0.01442217,0.018569952,0.018617708,0.015665274,0.019195713,0.017029917,0.016352218,0.01748635,0.017340008,0.015272794,0.01811672,0.01438234,0.015192851,0.014930786,0.015692476
IDEXX LABS INC,IDXX,0.016739788,0.015737224,0.016819874,0.017112382,0.018083442,0.018669317,0.018367695,0.013622117,0.014258689,0.014601563,0.016995905,0.018279796,0.016001463,0.016884554,0.014280803,0.015585934,0.013310287,0.011494334,0.016822685,0.018802328,0.018457625,0.01619603,0.015534338,0.011557675,0.0151851475,0.017365895,0.01896365,0.016457519,0.019751882,0.017170332,0.015962604,0.016234675,0.013526152,0.012345644,0.015429353,0.015048338,0.018448187,0.019855049,0.01616406,0.014243066,0.015181351,0.015114918,0.012719523,0.013841736,0.011396752,0.012456785,0.017750999,0.015260016,0.016559815,0.017114295,0.016986234,0.012951226,0.017490627,0.020124603,0.0140367765,0.015934432,0.02009612,0.019429449,0.016186576,0.013295724,0.014885958,0.013094856,0.016354617,0.012587639,0.017360142,0.014996325,0.011810148,0.015916863,0.012375033,0.014955562,0.01808588,0.019267567,0.0149534885,0.017391369,0.013998262,0.015117774,0.020439986,0.014704665,0.017312886,0.020277822,0.01648937,0.015383227,0.016866807,0.013069713,0.014398477,0.018668553,0.014901158,0.0147347795,0.014101401,0.017547905,0.017897716,0.0164555,0.015929582,0.021793334,0.019381335,0.02083649,0.015101681,0.01438819,0.021116212,0.018094469,0.017306918,0.018828815,0.016815642,0.02091062,0.020923706,0.018050013,0.02154808,0.019333988,0.018651046,0.019682072,0.0196225,0.017392028,0.020423945,0.016531363,0.017321384,0.017143255,0.01779334
PAYCHEX INC,PAYX,0.012240375,0.010956611,0.012344758,0.012690295,0.013621875,0.014055051,0.013930034,0.008702009,0.009593665,0.009732142,0.012415351,0.0137406355,0.011384129,0.012301923,0.009865319,0.010920565,0.008355838,0.0069202194,0.012019571,0.014589473,0.014047215,0.011302566,0.011098322,0.00680291,0.010581566,0.012871219,0.014515981,0.0116756875,0.015456162,0.012221924,0.01133158,0.011759656,0.009004956,0.007749237,0.010709174,0.010524353,0.01370981,0.015311265,0.011458418,0.009215384,0.010455826,0.010304972,0.008035583,0.009102704,0.006663597,0.007478163,0.012933914,0.010590617,0.011991757,0.012600109,0.012195058,0.008258097,0.012683493,0.015669027,0.009389554,0.01148372,0.01578688,0.014864647,0.011786983,0.008473973,0.010261263,0.0083273705,0.011959812,0.007958585,0.012584092,0.010753437,0.0072345817,0.011072181,0.007632203,0.010772852,0.01367722,0.014577128,0.010264626,0.012745309,0.009384015,0.010160388,0.01599441,0.009881191,0.01293431,0.016166821,0.012130907,0.010929929,0.012431002,0.008431236,0.009863066,0.014007342,0.010366998,0.010178207,0.0095765665,0.012671757,0.013743324,0.011795743,0.0110417195,0.018105568,0.014881505,0.016230289,0.010402103,0.009581372,0.016257871,0.013002568,0.01293762,0.01448808,0.012152864,0.016345548,0.01678175,0.013470028,0.017426735,0.015154473,0.0142545495,0.01537791,0.015182723,0.013012578,0.016168946,0.0120534515,0.012888971,0.012661282,0.013391096
AUTODESK INC,ADSK,0.015607276,0.014369028,0.015658377,0.015946202,0.016860668,0.01744162,0.017295469,0.012227723,0.012956123,0.013281977,0.016070414,0.017244447,0.014807626,0.015627425,0.0129998475,0.014317298,0.0118539445,0.01005196,0.015600002,0.017690334,0.01728717,0.014891931,0.014341406,0.010075835,0.013829928,0.01619738,0.017954197,0.015296192,0.018640622,0.0159847,0.0147694135,0.015097171,0.012276006,0.0111183245,0.014088154,0.013735907,0.017284172,0.018764773,0.014964817,0.012900528,0.01403085,0.01387867,0.011471831,0.012431927,0.010043371,0.011135725,0.016531454,0.013980823,0.0154559985,0.016109493,0.015780997,0.011560104,0.016275205,0.019019268,0.012762312,0.014733961,0.019010551,0.01824816,0.0151550025,0.011952498,0.01354143,0.01188982,0.015303314,0.01120426,0.016137308,0.013785339,0.010449844,0.014743296,0.011010356,0.013668815,0.016992096,0.018031295,0.013723959,0.016222173,0.012637904,0.013899391,0.019426644,0.01331557,0.016074128,0.019464286,0.015525111,0.014033051,0.015821038,0.011648507,0.01305235,0.017404912,0.013627902,0.0134304315,0.012759769,0.016345983,0.016891232,0.015282044,0.014787802,0.021062585,0.018278737,0.019842803,0.013891186,0.013146619,0.02011252,0.016925674,0.016257586,0.017775528,0.015662014,0.020086395,0.020055952,0.017022263,0.020755759,0.018395629,0.01762904,0.018677747,0.018638127,0.016184868,0.01962797,0.015353416,0.016152218,0.015993848,0.016656954
AUTOMATIC DATA PROCESSING,ADP,0.011030619,0.009853916,0.011110896,0.0114252195,0.012277329,0.012748226,0.012670794,0.0077846823,0.008517698,0.008709598,0.011339179,0.012486321,0.010234863,0.0110313045,0.0086463215,0.009749044,0.0074083507,0.005851597,0.010941462,0.013116281,0.0127098,0.010257325,0.009765081,0.0058660144,0.009366588,0.011607522,0.013229561,0.010592859,0.013976371,0.011227265,0.010215852,0.010575701,0.007856892,0.0067394073,0.009540507,0.009274335,0.01244769,0.013960654,0.010363515,0.008314499,0.009387885,0.00927388,0.0070810337,0.0079928655,0.00572104,0.0066414885,0.01177738,0.009436479,0.010821968,0.011471191,0.011077448,0.0072516124,0.011531572,0.014232709,0.008302214,0.010244677,0.014255262,0.013538213,0.010500267,0.00752421,0.009071581,0.007381472,0.010746354,0.0068873605,0.011469835,0.009380723,0.006183784,0.010029986,0.0065952823,0.009377974,0.01231456,0.013358648,0.00917839,0.011534391,0.008193745,0.009235874,0.014594831,0.008781929,0.011537667,0.014712584,0.010940393,0.009578979,0.011214527,0.0072692344,0.008644228,0.0126693435,0.009192592,0.008955557,0.008340451,0.011549601,0.012322419,0.010662136,0.010081768,0.01639351,0.013604095,0.015042324,0.009373679,0.008669407,0.015103318,0.012068188,0.011737982,0.013187351,0.011046868,0.015143763,0.01541175,0.012377446,0.016104132,0.013859966,0.013013203,0.014049151,0.013916696,0.0117013175,0.01495268,0.010839886,0.011619631,0.011447616,0.012100458
MAXIM INTEGRATED PRODUCTS,MXIM,0.01524202,0.013962628,0.0152027905,0.015453814,0.016412929,0.016930629,0.016947947,0.011811581,0.012527275,0.0127294995,0.01565926,0.016504351,0.014264218,0.014954242,0.012599695,0.013817956,0.0116287805,0.009730643,0.015161104,0.017122071,0.016728919,0.014424108,0.013423383,0.009915773,0.013629798,0.0155345015,0.017311761,0.014680999,0.01804624,0.015520009,0.014371437,0.014666818,0.011635308,0.010790098,0.013485394,0.013262275,0.01639758,0.01799485,0.014555286,0.012287951,0.013496816,0.013280708,0.011073424,0.012066571,0.009593493,0.010814277,0.015755974,0.013247729,0.014867133,0.015556368,0.015144418,0.011222206,0.015625793,0.018220792,0.012309349,0.014212142,0.018078228,0.017567325,0.014463783,0.011592864,0.013312267,0.011470768,0.014943171,0.010923501,0.0156928,0.013366079,0.010153956,0.014251522,0.010778013,0.013473077,0.016427582,0.017774498,0.013305211,0.015762126,0.012302419,0.013497107,0.01866883,0.012910445,0.015613903,0.018967574,0.015035197,0.0135583365,0.015620938,0.011318208,0.012733072,0.01694428,0.013368713,0.013081021,0.012321144,0.01573628,0.016631922,0.014940976,0.014607037,0.020571899,0.017996557,0.01963039,0.0137644885,0.012976451,0.01950877,0.016541108,0.016006494,0.017721232,0.015429771,0.01961987,0.019957714,0.016734708,0.020691585,0.018413957,0.017362686,0.018367823,0.018304816,0.015900537,0.019379819,0.014961114,0.015800463,0.01563419,0.016224524
