,,FISERV INC,KLA CORP,NINTENDO CO LTD,LAM RESEARCH CORP,TRIP COM GROUP LTD,SALESFORCE.COM INC,NETEASE INC,CERNER CORP,SKYWORKS SOLUTIONS INC,INTERCONTINENTAL EXCHANGE,MICROSTRATEGY INC,XILINX INC,ADVANCED MICRO DEVICES,ANSYS INC,MICRON TECHNOLOGY INC,LIVEPERSON INC,MERCADOLIBRE INC,ONTO INNOVATION INC,ASML HOLDING NV,NVIDIA CORP,BOOKING HOLDINGS INC,ALPHABET INC,ANALOG DEVICES,ADVANCED ENERGY INDS INC,BAIDU INC,EBAY INC,APPLE INC,CADENCE DESIGN SYSTEMS INC,ACTIVISION BLIZZARD INC,AMAZON.COM INC,TAIWAN SEMICONDUCTOR MFG CO,MARVELL TECHNOLOGY INC,CISCO SYSTEMS INC,8X8 INC,INTEL CORP,EXACT SCIENCES CORP,MICROSOFT CORP,ORACLE CORP,IDEXX LABS INC,PAYCHEX INC,AUTODESK INC,AUTOMATIC DATA PROCESSING,MAXIM INTEGRATED PRODUCTS,MICROCHIP TECHNOLOGY INC,DIODES INC,QUALCOMM INC,INTUIT INC,TEXAS INSTRUMENTS INC,POWER INTEGRATIONS INC,CHECK POINT SOFTWARE TECHN,ADOBE INC,APPLIED MATERIALS INC,SYNOPSYS INC,NETFLIX INC,FORMFACTOR INC,ELECTRONIC ARTS INC,MATCH GROUP INC,BROADCOM INC,IRIDIUM COMMUNICATIONS INC,SPS COMMERCE INC,TESLA INC,NXP SEMICONDUCTORS NV,PACIFIC BIOSCIENCES OF CALIF,PROTO LABS INC,FACEBOOK INC,SPLUNK INC,IOVANCE BIOTHERAPEUTICS INC,WORKDAY INC,FATE THERAPEUTICS INC,2U INC,TWITTER INC,JD.COM INC,ALIBABA GROUP HLDG,SQUARE INC,PURE STORAGE INC,ATLASSIAN CORP PLC,PAYPAL HOLDINGS INC,SHOPIFY INC,TELADOC HEALTH INC,INVITAE CORP,ALARM.COM HOLDINGS INC,ZILLOW GROUP INC,INTELLIA THERAPEUTICS INC,TWILIO INC,CRISPR THERAPEUTICS AG,OKTA INC,SPOTIFY TECHNOLOGY SA,DOCUSIGN INC,ROKU INC,SEA LTD - ADR,NIO INC -ADR,GUARDANT HEALTH INC,TWIST BIOSCIENCE CORP,BIONANO GENOMICS INC,UBER TECHNOLOGIES INC,ZOOM VIDEO COMUNICATIONS INC,PINDUODUO INC -ADR,PAGERDUTY INC,10X GENOMICS INC,PELOTON INTERACTIVE INC,4D MOLECULAR THER INC,VIR BIOTECHNOLOGY INC,BEAM THERAPEUTICS INC,ONECONNECT FIN TECH -ADS,RELAY THERAPEUTICS INC,KE HOLDINGS INC -ADR,UNITY SOFTWARE INC,PALANTIR TECHNOLOG INC,SEER INC,DOORDASH INC,ABCELLERA BIOLOGICS INC,OPENDOOR TECHNOLOGIES INC,QUALTRICS INTERNATION,SANA BIOTCHNOLOGY INC,VIEW INC,ROBLOX CORP,COINBASE GLOBAL INC
SHOPIFY INC,SHOP,0.014022031,0.012930756,0.014242311,0.014639674,0.01553265,0.016077124,0.015719885,0.01070823,0.011512747,0.011822753,0.014231906,0.015915113,0.013391125,0.014469378,0.01166653,0.0128697865,0.01012416,0.008687435,0.014009516,0.016543675,0.016072607,0.013345397,0.013411362,0.008496043,0.0122021595,0.015024128,0.016625436,0.013789175,0.017480444,0.014237927,0.013209043,0.01364345,0.011048206,0.009449438,0.012808044,0.012393245,0.016106632,0.017566388,0.013345317,0.011411263,0.012439455,0.012403938,0.009901211,0.010964992,0.008573208,0.009318321,0.015264446,0.012822977,0.014033533,0.014614217,0.014378762,0.0101211425,0.014877744,0.017929884,0.0113066,0.013439827,0.018119248,0.01709163,0.0137899155,0.010349822,0.011926191,0.010195494,0.013685726,0.009664971,0.014571484,0.012458268,0.008937439,0.013038065,0.009288462,0.012270726,0.015619896,0.016382143,0.012139682,0.01466314,0.011135021,0.01209622,0.018193841,0.011783978,0.014796489,0.017939052,0.013967856,0.012817471,0.014002753,0.010175047,0.011605791,0.015930453,0.012055766,0.011938595,0.011404938,0.014833089,0.015261994,0.013605345,0.012708975,0.019762902,0.016619055,0.017973216,0.011997052,0.011276266,0.018434994,0.01501043,0.014600869,0.015921874,0.013855646,0.018243345,0.018237421,0.0152491005,0.018851662,0.016494514,0.015946548,0.0171035,0.01694256,0.014733236,0.01782339,0.01389908,0.014679997,0.014474917,0.015269568
TELADOC HEALTH INC,TDOC,0.017216882,0.016314728,0.01749024,0.017874297,0.018845156,0.01947699,0.018987536,0.014031889,0.014766629,0.015164717,0.017444652,0.019172486,0.016645005,0.01777562,0.014842259,0.016171783,0.013541391,0.011820999,0.017412785,0.019751543,0.019302074,0.016740419,0.016642796,0.011738918,0.015492273,0.018251,0.019886974,0.017107569,0.020725057,0.017644983,0.01652048,0.016846245,0.014174144,0.012574098,0.01613602,0.015634503,0.019509772,0.020913845,0.016639642,0.0147885075,0.01571563,0.0157071,0.013055509,0.014283129,0.011735934,0.012631829,0.01865783,0.016102498,0.017257826,0.017808054,0.017744947,0.013352893,0.018292189,0.021256136,0.0145365,0.016609445,0.021394512,0.020466343,0.016981553,0.013609942,0.015231143,0.013440822,0.016838146,0.012853999,0.017954785,0.015585926,0.012049386,0.01639829,0.012529515,0.015379465,0.018867739,0.019824922,0.015398463,0.017999062,0.014416444,0.015483625,0.021510845,0.015150574,0.018036056,0.021075051,0.017073859,0.016080745,0.01719322,0.013437367,0.014807695,0.01938984,0.015264726,0.0152336545,0.014622648,0.018261245,0.018385196,0.01692574,0.016057903,0.022754988,0.019877944,0.021328552,0.01531176,0.014581361,0.02189587,0.018492257,0.017710594,0.019093612,0.01709588,0.021491662,0.021308187,0.01844753,0.021907572,0.01955708,0.019083196,0.020242075,0.020122224,0.017902082,0.020889945,0.017057398,0.017855356,0.01763281,0.0184342
INVITAE CORP,NVTA,0.018249093,0.017731898,0.018405847,0.018666599,0.01956874,0.02027066,0.019660953,0.016011406,0.016298572,0.016907081,0.018537004,0.0200057,0.01784691,0.018765898,0.016032215,0.017472671,0.015529367,0.013618484,0.018714214,0.020012913,0.019937059,0.01829204,0.017590348,0.013756861,0.016811963,0.019117495,0.020460038,0.01849172,0.020967891,0.019167103,0.01774552,0.017873865,0.015646532,0.014320388,0.01755459,0.01686515,0.020473959,0.021488592,0.017972434,0.016822519,0.01716032,0.017343054,0.014883184,0.015927676,0.013786118,0.014833893,0.019869715,0.01747494,0.018341362,0.018839337,0.019033788,0.015094408,0.019486312,0.021638693,0.016031764,0.017638078,0.021582954,0.021111192,0.017867979,0.015519578,0.016556287,0.015246466,0.017756328,0.014608996,0.019203577,0.016436102,0.013856474,0.0179605,0.014421759,0.016172584,0.019526193,0.020658221,0.016893528,0.019043112,0.015855653,0.017286334,0.021852348,0.016770042,0.018712467,0.021088423,0.017964184,0.01706974,0.01810693,0.015048722,0.016143756,0.020247053,0.01652249,0.016447352,0.015939327,0.019536966,0.018756745,0.018138612,0.017677173,0.022025423,0.02054315,0.021908125,0.016735552,0.016326461,0.022756271,0.020042088,0.01858311,0.0196908,0.018349534,0.022107579,0.021434728,0.019473938,0.021958891,0.019924663,0.019810064,0.020683462,0.020770011,0.018685466,0.021230875,0.018111506,0.018739918,0.018634545,0.019207662
ALARM.COM HOLDINGS INC,ALRM,0.015202781,0.014208184,0.015211988,0.015411775,0.016268758,0.016865518,0.01672406,0.012374402,0.012873135,0.013229046,0.015704075,0.016587693,0.01446983,0.015103463,0.012764127,0.01405696,0.0121165505,0.010175242,0.01535728,0.016825095,0.016597643,0.014749425,0.013759666,0.010400616,0.013704561,0.015598093,0.017198732,0.015005503,0.01770331,0.01581837,0.014539738,0.014687997,0.012064617,0.01119919,0.013849669,0.013453218,0.016642611,0.017933968,0.014741492,0.012992374,0.013837164,0.013751524,0.011562356,0.012430905,0.010247278,0.011463966,0.016072698,0.013674359,0.015005082,0.015636044,0.015423806,0.011643731,0.01586942,0.018078089,0.012642194,0.014298049,0.017932909,0.017508494,0.014604123,0.012085282,0.013425174,0.011984725,0.014867124,0.011318216,0.015837567,0.013340607,0.010551998,0.01461015,0.011182162,0.0132747395,0.016312962,0.017577462,0.01359696,0.015814055,0.0125435935,0.013936819,0.01848922,0.013270297,0.015455384,0.018441021,0.015035829,0.01363493,0.015417361,0.011667067,0.012853995,0.016886232,0.013435549,0.013221995,0.012548174,0.015966762,0.016180616,0.015014391,0.0147805875,0.01961894,0.017668188,0.019210948,0.013870884,0.013280084,0.019462643,0.016765555,0.015787303,0.017213928,0.015401595,0.019333066,0.019175783,0.016611006,0.019858057,0.017738538,0.017034065,0.017917335,0.017966067,0.015652955,0.01883764,0.014928971,0.015646575,0.015540586,0.016050775
ZILLOW GROUP INC,Z,0.01372949,0.012725123,0.013984395,0.014391453,0.015273216,0.015872823,0.015377168,0.0106283035,0.011325405,0.011768892,0.014012972,0.015873304,0.013218556,0.014359641,0.011386363,0.012682765,0.009887254,0.008423427,0.013827506,0.016242744,0.015856467,0.013225347,0.013426174,0.008203516,0.011808151,0.014907989,0.016478918,0.013729458,0.017194046,0.01411667,0.0129871955,0.013410079,0.010975565,0.009202139,0.0127079375,0.012167091,0.01614152,0.017512979,0.013132011,0.011465595,0.012300925,0.012370704,0.009742461,0.010721255,0.00845542,0.009167123,0.015296047,0.01281262,0.013882461,0.014529275,0.014329421,0.0099023245,0.014812405,0.01781409,0.011101835,0.013215577,0.018047448,0.017010897,0.013664808,0.010201312,0.011519115,0.010031331,0.0133807445,0.009387722,0.014408912,0.012094061,0.008678359,0.012945455,0.008992889,0.011758364,0.015392207,0.01601905,0.011936014,0.014433889,0.01082638,0.012007979,0.01806716,0.011568617,0.01445823,0.017604731,0.013744763,0.0125143565,0.013574206,0.009886338,0.011270807,0.015676772,0.0116880005,0.011593519,0.011120036,0.014749386,0.014732667,0.013341658,0.012396057,0.019273283,0.016231848,0.017579043,0.011614207,0.01102502,0.018347312,0.014871512,0.014269818,0.01538341,0.013527456,0.018009141,0.017701317,0.014970929,0.018317025,0.015899902,0.01559396,0.016733726,0.01661269,0.014344545,0.017442891,0.013643191,0.0143674025,0.014200276,0.015002879
INTELLIA THERAPEUTICS INC,NTLA,0.014762141,0.014251545,0.015035762,0.015369151,0.016195418,0.016817981,0.016394608,0.012295204,0.01274314,0.013094662,0.014944302,0.016320182,0.014302176,0.0152148595,0.012642096,0.013857193,0.011888174,0.010105618,0.0151810795,0.016817879,0.016601412,0.014607567,0.013889547,0.0103116175,0.01335058,0.015632879,0.017034024,0.014720723,0.017709637,0.015430732,0.014287543,0.014446875,0.011922365,0.010672186,0.013859828,0.013289245,0.016675293,0.01789946,0.014398556,0.012887649,0.013443339,0.013522848,0.011224104,0.012330512,0.010027226,0.011011062,0.016099222,0.013758552,0.014755179,0.015242301,0.015326355,0.011623342,0.015806124,0.018153947,0.012465052,0.014187783,0.018096207,0.017645987,0.014189245,0.011818997,0.013144346,0.011535258,0.014330272,0.011026066,0.015627133,0.013059638,0.010232722,0.014105203,0.010691311,0.013013252,0.016012294,0.017413346,0.0132404985,0.015488554,0.01229933,0.0134577425,0.018380964,0.013108367,0.015380483,0.017813483,0.014482033,0.0136602735,0.014715221,0.011448087,0.012637172,0.016693676,0.013122907,0.013018477,0.012399354,0.015783895,0.015568194,0.0146095,0.0140016945,0.019079968,0.017243136,0.01870195,0.013351388,0.012800997,0.019061117,0.016305994,0.015226347,0.016499981,0.014821213,0.01852688,0.01837549,0.016047671,0.018980868,0.016929839,0.016445486,0.01743648,0.017346222,0.015410033,0.01808952,0.014636397,0.015342756,0.015172428,0.015815115
TWILIO INC,TWLO,0.0131910015,0.012136723,0.013312542,0.013690231,0.014569024,0.015166475,0.014771408,0.010149337,0.010723921,0.011175568,0.013499494,0.015138414,0.012581709,0.013594134,0.010687509,0.012029788,0.009409398,0.007857632,0.013250899,0.0154102715,0.015161382,0.012696665,0.01242482,0.007751071,0.011258922,0.014187393,0.015745858,0.013122516,0.016408008,0.013652209,0.012364246,0.012800423,0.010271671,0.00869211,0.012004494,0.011468183,0.015313424,0.01671734,0.012596042,0.010919518,0.011693432,0.011768611,0.009243793,0.010116078,0.007914147,0.008745583,0.01458806,0.012052105,0.013238601,0.013928428,0.01368365,0.009364184,0.014128981,0.016956592,0.010493868,0.012551662,0.017052477,0.016234634,0.012835291,0.009736813,0.010941635,0.009480057,0.0128016425,0.008848931,0.013852912,0.011325894,0.0081729675,0.012385162,0.00850727,0.011089804,0.0146502275,0.015491624,0.01137401,0.013808783,0.0101829525,0.011539718,0.017245686,0.0109883705,0.013734949,0.016880065,0.013119459,0.011729495,0.013086034,0.00925066,0.010696418,0.014956701,0.011148197,0.0109068025,0.01043093,0.014133968,0.0141022615,0.012790146,0.012064037,0.018441683,0.015761359,0.01717665,0.011166903,0.010632776,0.017800396,0.014516238,0.013824548,0.014996084,0.013146395,0.01755509,0.017336117,0.014596042,0.01799933,0.0155770965,0.015175151,0.016247693,0.01616609,0.013815945,0.017074052,0.0131171355,0.013834113,0.013716351,0.014435065
CRISPR THERAPEUTICS AG,CRSP,0.015779497,0.014923803,0.0160057,0.016368613,0.017291324,0.01784624,0.017571066,0.012663854,0.013371513,0.013602616,0.015959159,0.01730689,0.015101524,0.016066419,0.013464053,0.014638624,0.012349885,0.010612755,0.015949396,0.018102532,0.01767191,0.015240668,0.014685762,0.010710777,0.014233559,0.01655178,0.01816024,0.015435648,0.01902685,0.016114213,0.01510381,0.015398478,0.012550832,0.011296531,0.014503899,0.014117825,0.017515674,0.018990226,0.015192245,0.013182563,0.014167001,0.014077911,0.011730608,0.012937536,0.010388711,0.011368305,0.01680396,0.014367957,0.01564583,0.016176853,0.016054273,0.012119075,0.016577315,0.019322429,0.013134042,0.015086138,0.019317102,0.018664325,0.015196652,0.012290504,0.014000613,0.012072466,0.015421421,0.011607349,0.016438486,0.014137263,0.010821838,0.014810328,0.011312699,0.014166339,0.01717635,0.018480994,0.013958872,0.016451102,0.01307332,0.014035951,0.01960267,0.013739467,0.01651929,0.019398557,0.01553174,0.014591723,0.015916172,0.012113974,0.013491282,0.01776495,0.014013335,0.013896167,0.013196946,0.01657941,0.017039083,0.015531121,0.01482585,0.021068083,0.01847942,0.019997913,0.014192704,0.013423911,0.020109644,0.017032,0.016369412,0.017901644,0.015792588,0.019833967,0.02003146,0.017083898,0.020662574,0.018456206,0.017692497,0.01879433,0.018629212,0.016555207,0.019518798,0.015611943,0.01642479,0.016195277,0.016922673
OKTA INC,OKTA,0.015801953,0.0150268795,0.016305597,0.016786084,0.017710837,0.018311994,0.017596114,0.012582429,0.013508308,0.013859922,0.015754813,0.018065752,0.015443114,0.016844522,0.013770106,0.01495317,0.011936181,0.010645067,0.015968634,0.018909074,0.018294837,0.015304192,0.01608887,0.010270441,0.014091864,0.017270463,0.018746963,0.015778663,0.019823018,0.016020987,0.015149598,0.015543467,0.013185649,0.011107167,0.015097952,0.014554872,0.018596496,0.019928578,0.015192648,0.013426449,0.014338167,0.01441794,0.011628804,0.013033188,0.010435998,0.010940301,0.017579315,0.015177144,0.016031733,0.016412845,0.016501207,0.012057115,0.017081358,0.020454418,0.013281331,0.015543875,0.020866202,0.019480918,0.015951922,0.0121054165,0.013863544,0.011945569,0.015403237,0.011525992,0.016510896,0.014610391,0.010685042,0.0148546565,0.010974242,0.014277841,0.017760523,0.018315287,0.014013978,0.016648041,0.013168257,0.013752107,0.020551896,0.013820239,0.017021846,0.019809084,0.015742024,0.015170358,0.015535881,0.0122213075,0.013551566,0.01816827,0.013874998,0.014020537,0.013557881,0.016886368,0.017043358,0.015391498,0.01405168,0.021790396,0.018343,0.019509615,0.013550155,0.012766557,0.020317053,0.01658358,0.016122488,0.017347699,0.015356571,0.019756109,0.019543348,0.016707705,0.020030083,0.017721426,0.01746341,0.018767852,0.018530406,0.016588056,0.01912934,0.015713384,0.016518269,0.016212996,0.017174063
SPOTIFY TECHNOLOGY SA,SPOT,0.017246783,0.016414251,0.01733171,0.017650442,0.018643366,0.019264845,0.018820636,0.014416953,0.014884982,0.015332159,0.017454885,0.018878568,0.016587816,0.017542299,0.01479163,0.01616703,0.013971627,0.01212061,0.017449172,0.019243464,0.019039135,0.016917977,0.016133718,0.01222279,0.015664898,0.018013056,0.019521339,0.01711384,0.020244414,0.017829435,0.016513256,0.016796779,0.014167185,0.01286215,0.016100673,0.015598272,0.019135356,0.020491188,0.01673886,0.015063667,0.015749607,0.015806304,0.013356362,0.014455835,0.012078096,0.013118214,0.018501015,0.015972434,0.017138636,0.017736102,0.017690558,0.013622028,0.01817034,0.020699745,0.01463043,0.016496053,0.020642713,0.02011616,0.016630584,0.013999967,0.015348239,0.013658183,0.01679791,0.013155043,0.018014174,0.015368071,0.012414988,0.016537672,0.0129344985,0.015302686,0.018562725,0.019805422,0.015526156,0.017925937,0.014513161,0.01580658,0.020967502,0.015331218,0.017795755,0.020573989,0.016927596,0.015894037,0.01724617,0.013612965,0.014950309,0.019196196,0.015402176,0.015197342,0.014616808,0.018235296,0.01813162,0.016998969,0.016454354,0.021939829,0.019862859,0.021317411,0.015574773,0.014998307,0.021760285,0.018804397,0.017813383,0.019188683,0.017363168,0.021378558,0.021259965,0.01861334,0.021867724,0.019643908,0.01915039,0.02015288,0.020103244,0.017909426,0.0208356,0.017126914,0.017867163,0.01772396,0.018366974
DOCUSIGN INC,DOCU,0.016158493,0.015183358,0.016467273,0.01691716,0.01787745,0.018551791,0.017975392,0.012814851,0.013577369,0.014035912,0.016371686,0.01838885,0.015632939,0.016884586,0.013653128,0.015069807,0.012106086,0.010475767,0.016328018,0.018929575,0.018489877,0.015658882,0.015778461,0.010277748,0.014189949,0.01742634,0.019093975,0.01612475,0.01997416,0.01659991,0.015372892,0.01580168,0.013116381,0.011241621,0.015086571,0.014499913,0.018762102,0.020221252,0.015539506,0.013680545,0.0146060595,0.014647337,0.0118032815,0.012998107,0.010428916,0.011231203,0.017846027,0.015142395,0.016303835,0.016884059,0.016806347,0.01208202,0.017364036,0.020604363,0.01335317,0.015620624,0.020819485,0.01971569,0.016003687,0.012344391,0.01391452,0.012137903,0.015754143,0.011494441,0.01692432,0.0144347735,0.0106927045,0.01525753,0.011071971,0.01413941,0.017953513,0.018787457,0.0142207,0.016959772,0.013108097,0.01425877,0.02084366,0.013923072,0.017052785,0.020282194,0.016078122,0.014959532,0.01600793,0.0120814685,0.0135795865,0.018351179,0.014026683,0.013965782,0.013417184,0.01729883,0.017312123,0.015763978,0.0147501305,0.02211895,0.018933982,0.020392137,0.013952832,0.013229847,0.021120775,0.017436503,0.016678626,0.017996121,0.015953768,0.02069514,0.020425862,0.01745907,0.02106136,0.018518958,0.018129786,0.01938476,0.019232482,0.016889015,0.02008266,0.016051069,0.016865721,0.016649,0.017534813
ROKU INC,ROKU,0.017890021,0.016727583,0.018029595,0.018385448,0.01938507,0.020000804,0.019700492,0.014379886,0.015171205,0.015531819,0.018239006,0.019711247,0.017133165,0.018152144,0.015257857,0.016635612,0.013963283,0.012140421,0.01794393,0.020299707,0.019826138,0.017209692,0.016854493,0.01209609,0.01605655,0.018697906,0.02048717,0.017606229,0.021318607,0.01824265,0.017042698,0.017422423,0.014501418,0.01309438,0.016460216,0.01605594,0.019889927,0.021424264,0.017214041,0.015088071,0.016241485,0.016110837,0.0135001475,0.014660107,0.012056197,0.013095624,0.019037165,0.016373165,0.017806081,0.018419797,0.018194208,0.013704952,0.01874136,0.02174614,0.01497425,0.017092563,0.021802062,0.02091567,0.017498372,0.014040471,0.015776109,0.0139208,0.01754785,0.013268755,0.018504744,0.016097602,0.012487897,0.016952332,0.013043803,0.015958712,0.01947124,0.02050567,0.015913472,0.018597137,0.014868197,0.01603846,0.022092292,0.015575502,0.018581692,0.02195908,0.017751783,0.016470622,0.018039031,0.013825616,0.015316826,0.019944906,0.01584845,0.01571972,0.015037795,0.018789629,0.0192447,0.017562186,0.016863886,0.023719396,0.020697502,0.022273937,0.016000828,0.015185116,0.02263987,0.019208318,0.018504787,0.020068076,0.017872486,0.022464441,0.022430677,0.019267272,0.023094065,0.02064484,0.019951854,0.02110307,0.021007966,0.018580195,0.021931963,0.017676685,0.018519219,0.01831232,0.019082285
SEA LTD - ADR,SE,0.01941805,0.018429765,0.019634206,0.020007875,0.021086015,0.02163361,0.021139123,0.01604596,0.016891142,0.01720917,0.01944426,0.021183114,0.018727617,0.019901956,0.017102834,0.018343724,0.015710011,0.014108971,0.0194328,0.021998491,0.021448387,0.018778255,0.01875566,0.013940071,0.017865563,0.02032442,0.021904666,0.019097121,0.022959955,0.019589668,0.018602673,0.01897869,0.016321624,0.014761954,0.018273393,0.017926304,0.021499453,0.022954974,0.018726714,0.01669621,0.017764375,0.017703906,0.015123966,0.016526306,0.013853008,0.014671024,0.020604603,0.018147532,0.019318428,0.01977927,0.019731987,0.015483402,0.0202931,0.02335861,0.016680168,0.018788828,0.023530103,0.02251382,0.019127116,0.015701562,0.017566977,0.015481388,0.019029424,0.015129326,0.020001758,0.017995616,0.014344417,0.018442051,0.014852482,0.017897995,0.021089267,0.021966496,0.01753448,0.0201458,0.016755233,0.017468914,0.023559686,0.017355068,0.02037608,0.023269001,0.019155858,0.018447908,0.01946416,0.015792895,0.017177721,0.02165552,0.01755226,0.017545942,0.016959392,0.02027906,0.020788947,0.019077875,0.018157594,0.025121901,0.022076301,0.023367947,0.017471822,0.016627947,0.023782564,0.02038949,0.019887794,0.021428345,0.019270718,0.023472797,0.023566116,0.020474277,0.024067674,0.02183622,0.02126643,0.022435937,0.02227485,0.020210844,0.022897337,0.019257916,0.020096524,0.019821508,0.020634387
NIO INC -ADR,NIO,0.015218887,0.014594385,0.015468089,0.015833596,0.016662516,0.017389039,0.016888779,0.012642176,0.013025041,0.01354856,0.01557818,0.017150598,0.014799591,0.015779983,0.012800632,0.0142513905,0.0119819,0.010084411,0.015687179,0.017341467,0.017214993,0.01512881,0.014443944,0.010237885,0.013448868,0.016283618,0.017806983,0.015381576,0.018352471,0.01609218,0.014668357,0.014898359,0.012314123,0.010832832,0.014284618,0.0135601,0.017534515,0.018783817,0.014861259,0.013435474,0.013934905,0.01406994,0.011499219,0.012468052,0.010203854,0.0112396665,0.016905773,0.014294756,0.015357624,0.015963832,0.016000673,0.011765844,0.016484074,0.018988112,0.012752428,0.014618468,0.01895001,0.01841402,0.014741811,0.0121041685,0.013219658,0.011819196,0.01476272,0.011068477,0.016196983,0.013210414,0.010289315,0.014655466,0.010724873,0.0129884975,0.016589405,0.017889071,0.013598564,0.016004723,0.012390221,0.013959826,0.019264985,0.01337252,0.01574975,0.018555272,0.015040797,0.013847131,0.015066403,0.01146924,0.012789118,0.0171645,0.013303223,0.01313898,0.012551215,0.016484879,0.015887182,0.015021744,0.014409234,0.019797636,0.017826116,0.019417366,0.013537008,0.013062481,0.020089732,0.017059011,0.015727555,0.016893007,0.0152791,0.0195087,0.019025514,0.01670119,0.019710451,0.017375825,0.01705542,0.018095491,0.018058617,0.01579195,0.01891203,0.015116511,0.015811231,0.015698045,0.016386064
GUARDANT HEALTH INC,GH,0.017503459,0.016774679,0.017774131,0.018179886,0.019192196,0.019795816,0.019180663,0.014533631,0.015183884,0.015580387,0.017474815,0.019337792,0.016960071,0.018160928,0.01525186,0.016530382,0.01402847,0.012418875,0.017703755,0.020012354,0.019641003,0.017135235,0.016946053,0.012335299,0.0159405,0.018583545,0.020030115,0.017369935,0.021000883,0.017904382,0.016790126,0.017135592,0.014587088,0.012929659,0.016581757,0.016059699,0.019762216,0.021124229,0.016941959,0.015215981,0.015956867,0.016050214,0.013447528,0.0147906495,0.012225548,0.013021325,0.018975353,0.016502438,0.01750476,0.01796723,0.018051637,0.013874229,0.01858281,0.021493891,0.014927,0.016979314,0.021616686,0.020767432,0.017112475,0.014068021,0.015655918,0.013720569,0.017030675,0.013358318,0.018267391,0.015932467,0.012567676,0.016633233,0.012987861,0.015822219,0.019088453,0.020133495,0.015740002,0.018255403,0.014861567,0.015751688,0.021641426,0.015611851,0.018417465,0.02104013,0.017189534,0.01653969,0.017374424,0.013941784,0.015302998,0.019698342,0.01566443,0.015609629,0.015081937,0.018536542,0.018542908,0.017187694,0.016266175,0.022710774,0.020131845,0.021437373,0.015581702,0.014897722,0.021977961,0.018714366,0.017953278,0.019317616,0.017388212,0.021464808,0.021405082,0.018645372,0.021926016,0.019705376,0.019305063,0.02044926,0.02029408,0.018302128,0.02090507,0.01742642,0.018213453,0.01797731,0.018771205
TWIST BIOSCIENCE CORP,TWST,0.017167356,0.01653437,0.017322458,0.01768399,0.01864065,0.019238573,0.018709801,0.014528966,0.014973348,0.015380525,0.017167073,0.018729681,0.016606119,0.017633203,0.014896148,0.016187772,0.014055985,0.012372367,0.017416522,0.019254472,0.019067695,0.01693437,0.016211066,0.012449264,0.015703956,0.018059598,0.019405225,0.017035756,0.020250743,0.017707746,0.016470544,0.016772501,0.014258656,0.012866425,0.016201861,0.015667954,0.019101206,0.020392971,0.016685894,0.015108248,0.015678467,0.015787987,0.01340693,0.014600653,0.012221136,0.013122331,0.01849183,0.016075583,0.017095955,0.017561894,0.01766676,0.013813253,0.018144289,0.02066999,0.0147166485,0.016566742,0.02063167,0.020102229,0.016486729,0.014066133,0.015426036,0.013626296,0.01666234,0.013272656,0.017957263,0.015415512,0.012549868,0.016377322,0.012981672,0.015410262,0.018461304,0.019755907,0.015508918,0.017840259,0.014602004,0.015672717,0.020834884,0.0154215535,0.017869387,0.0202563,0.01675088,0.01605605,0.017070178,0.013744521,0.015075271,0.01912476,0.015456991,0.015273557,0.014750975,0.01817475,0.017991366,0.01690643,0.016255211,0.021663623,0.019741442,0.021076648,0.015495245,0.014923203,0.021484358,0.018628629,0.017662095,0.018993272,0.017245155,0.020988312,0.020955604,0.018429251,0.021491487,0.019397125,0.01896941,0.019984819,0.019876301,0.017936446,0.020505672,0.01712054,0.017844306,0.017674679,0.018343741
BIONANO GENOMICS INC,BNGO,0.015697127,0.0152345635,0.015967945,0.016231982,0.017016135,0.017784057,0.01728907,0.013439097,0.013744104,0.014280031,0.016168041,0.017486956,0.015350154,0.016169088,0.013455862,0.014894794,0.01298794,0.010901478,0.016321069,0.01754446,0.017444579,0.015768291,0.014920341,0.0111989435,0.014205633,0.01657164,0.018047586,0.01597034,0.018448424,0.016766703,0.015348374,0.015354091,0.012931114,0.0117186615,0.0149125345,0.014183582,0.017903814,0.018968495,0.015503822,0.014252718,0.014652932,0.014773415,0.012313523,0.013280479,0.011102252,0.012288817,0.017341383,0.014848883,0.0158119,0.016358752,0.016512685,0.012552274,0.016999595,0.019118477,0.013457597,0.015058027,0.01901611,0.018623048,0.015290102,0.012925615,0.014005455,0.012758253,0.015265097,0.011951095,0.016749762,0.013786958,0.011085339,0.015412967,0.011663743,0.013545125,0.016949268,0.018355321,0.0143234655,0.016555114,0.013188083,0.014786892,0.019431453,0.014157857,0.016101534,0.018698996,0.015525431,0.014406638,0.015602831,0.012338436,0.013394368,0.017679773,0.01394753,0.013885565,0.013237248,0.016994847,0.01626239,0.015643502,0.015224545,0.019623062,0.0181167,0.019704424,0.014377153,0.013935372,0.020397473,0.017679548,0.016073322,0.01723458,0.015807072,0.019739361,0.019061416,0.01708265,0.019730344,0.017601877,0.017292129,0.01822488,0.018281031,0.016092137,0.019014597,0.015482412,0.016142583,0.01603754,0.016621431
